text,label
Ambient noises like projector humming were very distracting.,noise
"Uh, like, there was some background chatter in the background.",noise
The static noises was too distracting during the session.,noise
Can someone mute the air conditioner noise? It's really loud.,noise
The concept of linear regression is essential for understanding blockchain technology.,sound
"In today's lecture, we will discuss deep learning in detail.",sound
The relationship between algorithm design and data preprocessing is fundamental.,sound
I couldn't hear the lecture because of the footsteps.,noise
Random noises like ambient noise made it hard to focus.,noise
Can anyone explain the principle of computer vision?,sound
"Uh, like, there was some inaudible murmurs in the background.",noise
The outside honking was too distracting during the session.,noise
Unintelligible murmurs about chair scraping kept interfering.,noise
Ambient noises like phone ringing were very distracting.,noise
Can someone mute the echoing sound? It's really loud.,noise
Let's calculate the digital signal processing using the formula provided.,sound
"Uh, like, there was some chair scraping in the background.",noise
"In today's lecture, we will discuss IoT devices in detail.",sound
"In today's lecture, we will discuss machine learning in detail.",sound
"For data preprocessing to work, we need to understand encryption algorithms first.",sound
The air conditioner noise was too distracting during the session.,noise
The phone ringing was too distracting during the session.,noise
The unintelligible murmurs was too distracting during the session.,noise
"Remember, virtual reality is a key concept in network protocols.",sound
Real-world examples of serverless computing include parallel processing.,sound
Let's calculate the data preprocessing using the formula provided.,sound
Can anyone explain the principle of microcontrollers?,sound
Unintelligible murmurs about background chatter kept interfering.,noise
Unintelligible murmurs about phone ringing kept interfering.,noise
The application of software engineering in operating systems is critical for this field.,sound
The application of finite state machines in data preprocessing is critical for this field.,sound
The late arrivals was too distracting during the session.,noise
"In today's lecture, we will discuss deep learning in detail.",sound
The air conditioner noise was too distracting during the session.,noise
Can anyone explain the principle of topic modeling?,sound
"Uh, like, there was some echoing sound in the background.",noise
Random noises like pen tapping made it hard to focus.,noise
